,RecipeName,Ingredients,Diet,URL
253,Chettinad Dry Pepper Chicken Recipe,"500 grams Chicken - (chicken with bones gives better taste),1 Onion,1 Tomato,2 sprig Curry leaves,1 tablespoon Ginger Garlic Paste,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Cumin powder (Jeera) - roasted,1 teaspoon Fennel Powder - roasted,1 tablespoon Coriander Powder (Dhania),2-1/2 tablespoon Black pepper powder,Salt - to taste,Sunflower Oil - as required,Water - as required,Coriander (Dhania) Leaves - for garnish",High Protein Non Vegetarian,http://www.archanaskitchen.com/chettinad-pepper-chicken-dry-recipe
254,Andhra Style Lettuce Pulp Recipe (Spinach Dal Recipe),"1/2 cup Arhar dal (Split Toor Dal),1/2 cup Yellow Moong Dal (Split),1 cup Spinach Leaves (Palak) - Washed and chopped,1 cup Pearl onions (Sambar Onions),2 Green Chillies - slit,1 teaspoon Turmeric powder (Haldi),1/2 cup Tamarind Water,Salt - to taste,1 teaspoon Mustard seeds,4 cloves Garlic - coarsely pound,1 sprig Curry leaves,2 Dry Red Chillies,1 teaspoon Sunflower Oil",Vegetarian,http://www.archanaskitchen.com/andhra-style-palak-kura-pappu-recipe-spinach-dal-recipe
255,Rich Dark Chocolate Mousse Recipe,"160 grams Dark chocolate - chopped,1 teaspoon Sprig Extract of Natural Bourbon Vanilla,3 Egg yolks,3 Egg whites,1/2 cup Caster Sugar - + 3 Tablespoons,1/4 cup Fresh cream - chilled and strained from water",Eggetarian,http://www.archanaskitchen.com/rich-dark-chocolate-mousse-recipe
256,Hunase Gojju Recipe - Hunase Gojju Recipe,"1 cup tamarind paste, 1/2 cup jaggery, 1 teaspoon rasam powder - or red chili powder, salt - as per taste, 1 tablespoon oil, 1 teaspoon fenugreek seeds, 10 curry leaves, 1 teaspoon mustard, asafoetida - Pinch, 4 to 5 green chillies - thin and straight cut",Vegetarian,http://www.archanaskitchen.com/hunase-gojju-recipe-in-hindi
257,Qahwa | Arabic Coffee Recipe,"1 tablespoon Green Coffee beans - lightly roasted and coarsely ground,1 tablespoon Cardamom (Elaichi) Pods/Seeds - crushed,2.5 cups Water,1/8 teaspoon Saffron strands - optional,1 teaspoon Rose water - optional",Vegetarian,https://www.archanaskitchen.com/qahwa-arabic-coffee-recipe
258,Broccoli Corn & Barley Soup Recipe,"1 cup Barley (seeds) - soaked for 2-6 hours,1 cup Broccoli - florets,1/4 cup Green peas (Matar) - fresh or frozen,1/4 cup Sweet corn,1/4 cup Green beans (French Beans) - chopped,1/2 cup Carrots (Gajjar) - thinly sliced in strips,1 cup Rocket leaves - or spinach leaves,2 Tomatoes - chopped,1 Onion - chopped,4 cloves Garlic - minced,1 tablespoon Extra Virgin Olive Oil,1 teaspoon Basil leaves,1 teaspoon Fresh Thyme leaves,1 teaspoon Red Chilli flakes,Salt - to taste,Black pepper powder - to taste,2 teaspoons Corn flour,Water - as required,Sour cream - to serve",Vegetarian,https://www.archanaskitchen.com/broccoli-corn-barley-soup-recipe
259,Spirulina and Mint Basil Pesto Pasta Recipe,"1 cup Basil leaves,1/2 cup Mint Leaves (Pudina),1 tablespoon Spirulina,1/2 cup Badam (Almond) - blanched,4 cloves Garlic,1/2 cup Tofu,1 teaspoon Black pepper powder,2 teaspoon Salt,1/4 cup Extra Virgin Olive Oil,1 cup Pasta,4 cloves Garlic - chopped,1 cup Green zucchini - diced,1 Yellow Bell Pepper (Capsicum) - diced,1 Tomato - diced,1 teaspoon Red Chilli flakes,1 teaspoon Dried oregano,Salt - to taste",Vegetarian,https://www.archanaskitchen.com/spirulina-and-mint-basil-pesto-pasta-recipe
260,Goan Style Sando Recipe (Steamed Rice Cakes Filled With Sweet Coconut),"1 1/2 cup Red matta rice - parboiled,3/4 cup Basmati rice,1/4 cup White Urad Dal (Split),1 cup Coconut milk - or toddy,3 tablespoon Sugar,1 teaspoon Active dry yeast,Salt - to taste,1/2 cup Fresh coconut - Grated,1/2 cup Jaggery,1 Cardamom (Elaichi) Pods/Seeds",Vegetarian,https://www.archanaskitchen.com/goan-style-sando-recipe-steamed-rice-cakes-filled-with-sweet-coconut
261,"Til Moongphali Aur Kundru Sabzi Recipe - Sesame, Peanuts And Ivy Gourd Stir Fry","400 grams Tindora (Dondakaya/ Kovakkai) - sliced to roundels,2 teaspoons Sunflower Oil,1/2 teaspoon Mustard seeds,2 Dry Red Chillies,2 sprig Curry leaves,2 tablespoons Raw Peanuts (Moongphali) - coarsely ground,2 teaspoons Sesame seeds (Til seeds) - roasted,1/2 teaspoon Red Chilli powder,1 teaspoon Coriander Powder (Dhania),1 pinch Turmeric powder (Haldi),Salt - to taste",Vegetarian,https://www.archanaskitchen.com/til-moongphali-aur-kundru-sabzi-recipe-sesame-peanuts-ivy-gourd-stir-fry
262,Asian Style Honey Soy Sticky Chicken Recipe,"1/2 Chicken - Thighs/Wings,2 Tablespoon Soy sauce,1.5 Tablespoon Honey,1/2 Tablespoon Vinegar,1 teaspoon Garlic - Minced,1 teaspoon Ginger - Grated,1 teaspoon Sesame (Gingelly) Oil - or OliveÂ Oil,Salt - to taste,1 teaspoon Black pepper powder,Sesame seeds (Til seeds) - for garnishing",Non Vegeterian,http://www.archanaskitchen.com/asian-style-honey-soy-sticky-chicken-recipe
263,Kaigari Pirattal Recipe (Chettinad Style Mixed Vegetables),"1/2 cup Cauliflower (gobi) - broken into small florets,1/4 cup Green beans (French Beans) - cut into one-inch pieces,1/4 cup Carrots (Gajjar) - cut into inch long pieces,2 Potatoes (Aloo) - cut into cubes,1 Onion - sliced,2 teaspoons Sunflower Oil,1 teaspoon Mustard seeds,1 sprig Curry leaves,1/2 cup Fresh coconut - grated,2 Dry Red Chillies,1 teaspoon Cumin seeds (Jeera),1 teaspoon Fennel seeds (Saunf)",Vegetarian,https://www.archanaskitchen.com/kaigari-pirattal-recipe-chettinad-style-mixed-vegetables
264,Pomegranate Frozen Margarita Recipe,"300 ml Pomegranate juice - freshly squeezed,1/4 cup Fresh orange juice,Lemon juice - from 2 lemons,10 to 12 Ice cubes,Fresh Pomegranate Fruit Kernels - for garnish,Salt - for rimming the glass (Margarita Salt,400 ml Pomegranate juice - freshly squeezed,1/4 cup Lemon juice,1/3 cup Tequila,1/8 cup Triple sec,Fresh Pomegranate Fruit Kernels - for garnish,10 to 12 Ice cubes,Salt - for rimming the glass (Margarita Salt",Vegetarian,https://www.archanaskitchen.com/pomegranate-frozen-margarita-recipe-with-non-alcoholic-options
265,Chinese Egg Fried Rice Recipe With Oats,"2 cups Brown Rice - cooked,80 grams Rolled Oats Or Instant Oats,3 Whole Eggs,2 Spring Onion Greens - finely chopped,2 Carrots (Gajjar) - finely chopped,12 Green beans (French Beans) - finely chopped,1 cup Cabbage (Patta Gobi/ Muttaikose) - finely chopped,1 teaspoon Sunflower Oil,Salt and Pepper - to taste",Eggetarian,https://www.archanaskitchen.com/chinese-egg-fried-rice-recipe-with-oats
266,Matar Besan and Paneer Cheela Recipe - Matar Besan and Paneer Cheela Recipe,"1 cup green peas - boil, 1 cup gram flour, 1/2 cup cheese - tighten, 1 tsp ginger - chopped, 2 green chillies - finely chopped, 1/2 tsp turmeric powder, 1/2 tsp Cumin powder, 1/2 teaspoon salt, 2 oil - as per use",Vegetarian,http://www.archanaskitchen.com/matar-besan-and-paneer-cheela-recipe-green-peas-paneer-crepes-in-hindi
267,Leftover Roti Cutlet Recipe,"4 Phulka,2 cup Potato (Aloo) - mashed,2-3 Green Chillies - finely chopped,1 cup Carrot (Gajjar) - grated,1/2 cup Sweet corn - mashed,1 cup Onion - finely chopped,1 teaspoon Red Chilli powder,Salt - to taste,1/2 tablespoon Amchur (Dry Mango Powder),1/2 tablespoon Black pepper powder,1/2 tablespoon Red Chilli flakes,1 tablespoon Lemon juice,1 cup Whole Wheat Bread crumbs,1 tablespoon Corn flour",Vegetarian,https://www.archanaskitchen.com/leftover-roti-cutlet-recipe
268,Flourless Orange Cake With Cream Cheese Frosting Recipe,"3 Oranges - peeled,2 tablespoons Orange Zest (Rind),3 tablespoons Sugar,6 Whole Eggs,175 grams Caster Sugar,150 grams Almond Meal (Badam Powder),100 grams Hazelnut Meal (Powder),1 teaspoon Baking powder,200 grams Britannia Cream Cheese,3 tablespoons Heavy whipping cream,3 tablespoons Fresh orange juice,75 grams Icing Sugar",Eggetarian,http://www.archanaskitchen.com/flourless-orange-cake-with-cream-cheese-frosting-recipe
269,Spicy Paneer Bhurji Pav Sandwich Recipe - Breakfast Recipe,"1 tablespoon Sunflower Oil,1 teaspoon Ginger - grated,1 Green Chilli - finely chopped,1 Onion - finely chopped,1 Tomato - finely chopped,1/4 teaspoon Turmeric powder (Haldi),1/4 teaspoon Red Chilli powder,2 cups Paneer (Homemade Cottage Cheese) - crumpled,1 tablespoon Coriander (Dhania) Leaves - chopped,Salt - to taste,4 Pav buns - roasted in butter",High Protein Vegetarian,http://www.archanaskitchen.com/spicy-paneer-bhurji-pav-sandwich-recipe-spiced-cottage-cheese-bun-sandwich
270,Asian Style Baby Corn With Sesame Seeds and Peanut Sauce Recipe,"15 Baby corn - cut into length wise,250 grams Tofu - or paneer,1/2 cup Water,1/4 cup Corn flour,Rice flour - as required,Salt - as required,Sunflower Oil - as required,1 Red Yellow and Green Bell Peppers (Capsicum) - sliced,2 teaspoon Light soy sauce,1 teaspoon Garlic - paste,1.5 teaspoon Fresh Red Chilli - paste,1 teaspoon Rice Vinegar,1 teaspoon Honey,1/2 teaspoon Salt,1 tablespoon Sunflower Oil,1/2 cup Onion - minced,1 teaspoon Garlic - minced,1/3 cup Raw Peanuts (Moongphali) - salted and powdered,1-1/4 cup Fresh orange juice,1-1/2 tablespoons Orange marmalade jam,1 tablespoon Corn flour,1 tablespoon Paprika powder,1/2 cup Spring Onion (Bulb & Greens) - finely chopped,2 teaspoons Sesame seeds (Til seeds) - roasted",Vegetarian,http://www.archanaskitchen.com/asian-style-baby-corn-with-sesame-seeds-peanut-sauce-recipe
271,Papaya and Carrot Halwa Recipe,"4 cups Papaya - peeled and grated,1 cup Carrot (Gajjar) - grated,1/2 cup Sugar,3/4 cup Milk,1/2 teaspoon Cardamom Powder (Elaichi),2 Saffron strands,2 tablespoons Badam (Almond) - sliced,1/4 cup Ghee",Vegetarian,https://www.archanaskitchen.com/papaya-and-carrot-halwa-recipe
272,Phalguni Dal (Recipe),"1/4 cup lentils - wash, 1/4 cup green peas, 1 cup onion - finely chopped, 1 tomato - finely chopped, 1/2 inch ginger - grated, 2 cloves garlic - grated, 2 green chillies - Cut, 1/2 teaspoon turmeric powder, salt - as per taste, 1 teaspoon mustard, 1/2 teaspoon fenugreek seeds, 1/2 teaspoon cumin seeds, 1/2 teaspoon aniseed, 1/2 teaspoon Kalonji seeds, 1 teaspoon garam masala powder, 2 teaspoons mustard oil, asafetida - a pinch",High Protein Vegetarian,http://www.archanaskitchen.com/phalguni-dal-recipe-in-hindi
273,Soft Millet Taco Recipe Topped With Hummus & Veggies,"1/2 cup Jowar Flour (Sorghum),1/2 cup Bajra Flour ( Pearl Millet),3/4 cup Whole Wheat Flour,Salt - to taste,Sunflower Oil,1/2 cup Homemade Hummus,1 tablespoon Butter,1 cup Broccoli - cut into small florets,1 cup Cherry tomatoes - slit into half,1 Onion - sliced,4 cloves Garlic - finely chopped,1 teaspoon Sugar,1 teaspoon Black pepper powder,1 teaspoon Cumin powder (Jeera),Salt - to taste",Diabetic Friendly,https://www.archanaskitchen.com/soft-millet-taco-recipe-topped-with-hummus-veggies
274,Sprouted Moong And Onion Fritters Recipe,"1/2 cup Gram flour (besan),2 tablespoon Rice flour,1/4 cup Green Moong Sprouts,1 Onion - thinly sliced,2 tablespoon Coriander (Dhania) Leaves - finely chopped,2 Green Chillies - finely chopped,1/4 teaspoon Ginger - grated,1/2 teaspoon Coriander Powder (Dhania),1/2 teaspoon Garam masala powder,1/2 teaspoon Lemon juice,Salt - to taste,Red Chilli powder - to taste,Sunflower Oil - to deep fry",Vegetarian,https://www.archanaskitchen.com/sprouted-moong-and-onion-fritters-recipe
275,Lemon And Ginger Spicy Black Eyed Beans Recipe,"1 cup Black Eyed Beans (Lobia) - soaked in water overnight,1 Onion - chopped,3 cloves Garlic - minced,1 Red Yellow or Green Bell Pepper (Capsicum) - finely chopped,2 Tomatoes - blanched,2 inch Ginger - julienned (fine),1 tablespoon Extra Virgin Olive Oil,2 teaspoon Cumin powder (Jeera),1 teaspoon Red Chilli powder - or red chilli flakes,Salt - to taste,4 sprig Coriander (Dhania) Leaves - chopped,1 teaspoon Lemon juice - adjustable",High Protein Vegetarian,http://www.archanaskitchen.com/lemon-and-ginger-spicy-black-eyed-beans-recipe
276,Gawar Phali Masala Sabzi Recipe - Cluster Beans Gravy Sabzi,"250 grams Gawar Phali (Kothavarangai / Cluster beans) - washed and cut into 1-1.5 inch pieces,1/2 teaspoon Ajwain (Carom seeds),1/4 teaspoon SSP Asafoetida (Hing),1 Onion - chopped,4 Tomatoes - finely chopped,6 cloves Garlic - finely chopped,1 inch Ginger - finely chopped,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,1 teaspoon Coriander Powder (Dhania),1 tablespoon Jaggery,1/2 cup Raw Peanuts (Moongphali),Salt - to taste,1/2 cup Water,1 teaspoon Mustard oil,Coriander (Dhania) Leaves - for garnish",Vegetarian,http://www.archanaskitchen.com/gawar-phali-masala-sabzi-recipe-cluster-bean-gravy-sabzi
277,Corn only quiche recipe,"2 cups All Purpose Flour (Maida),1/4 cup Ghee - melted,1/4 teaspoon Ajwain (Carom seeds),Salt - to taste,Sunflower Oil - for deep frying,2 cups Green peas (Matar),1 cup Sweet corn,2 Green Chillies - finely chopped,1 inch Ginger - grated,2 teaspoons Fennel seeds (Saunf),1 teaspoon Garam masala powder,1/2 teaspoon Chaat Masala Powder,Coriander (Dhania) Leaves - small bunch,Salt - to taste",Vegetarian,https://www.archanaskitchen.com/corn-matar-kachori-recipe
278,Lacha Onion Recipe - Masala Pickled Onions,"2 Onions - cut into thin rings,1 Lemon - juice extracted,Black Salt (Kala Namak) - as required,2 Onions - cut into thin rings,1/2 teaspoon Red Chilli powder,1/2 teaspoon Chaat Masala Powder,Salt - to taste,1 Lemon - juice extracted",Vegetarian,https://www.archanaskitchen.com/how-to-make-pickled-onions-recipe
279,Masala Cornflakes Chicken Recipe,"1 kg Boneless chicken - cut into bite sized pieces (1,2 teaspoon Red Chilli powder,2 teaspoon Coriander Powder (Dhania),1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Garam masala powder,1 tablespoon Ginger Garlic Paste,1/2 cup Coriander (Dhania) Leaves - chopped,Salt - to taste,2 cups Corn flakes - madeÂ to a coarse powder,2 Whole Eggs - beaten,Sunflower Oil - to fry",High Protein Non Vegetarian,https://www.archanaskitchen.com/masala-cornflakes-chicken-recipe
280,Tofu Bhurji Recipe - Spicy Scrambled Tofu,"300 grams Tofu - crumbled,1 Onion - chopped,1 Red Bell pepper (Capsicum),1 Tomato - chopped,1 Green Chilli - chopped,1 teaspoon Cumin seeds (Jeera),2 teaspoon Red Chilli powder,1 teaspoon Black pepper powder,1 teaspoon Turmeric powder (Haldi),4 sprig Coriander (Dhania) Leaves - chopped,Salt - to taste,Sunflower Oil",Vegan,https://www.archanaskitchen.com/tofu-bhurji-recipe
281,Savoury Bread Pudding Recipe,"6 Whole Wheat Brown Bread - preferably a day-old bread,1/2 Green zucchini - grated,1 Carrot (Gajjar) - grated,1 Red Bell pepper (Capsicum) - finely chopped,1 cup Spinach Leaves (Palak) - chopped,6 Button mushrooms - finely chopped,1 Onion - finely chopped,3 cloves Garlic - finely minced,2 teaspoon Extra Virgin Olive Oil,4 tablespoon Dijon Mustard,1 sprig Fresh Thyme leaves - or oregano or any herbs of choice,2 teaspoon Black pepper powder - crushed (or red chilli flakes),2 cups Milk,2 Whole Eggs - lightly whisked,1 cup Cheddar cheese - grated and for topping as well,4 tablespoon Butter - + 1 tablespoon for greasing the baking dish,Salt - to taste",Eggetarian,https://www.archanaskitchen.com/savoury-bread-pudding-recipe
282,Stuffed Radish Paneer Paratha Recipe,"2 Mooli/ Mullangi (Radish) - washed and grated,200 grams Paneer (Homemade Cottage Cheese) - grated,1 Green Chilli - finely chopped,4 cloves Garlic - finely chopped,1 inch Ginger - finely chopped,1 teaspoon Cumin powder (Jeera),2 teaspoon Sunflower Oil,Salt - to taste,1/4 teaspoon Turmeric powder (Haldi),1 teaspoon Cumin powder (Jeera),1 cup Whole Wheat Flour,Ghee - to cook the parathas",Vegetarian,https://www.archanaskitchen.com/stuffed-mooli-paneer-paratha-recipe
283,Orange Peppermint Green Tea Punch Recipe,"2 cups Fresh orange juice,2 teaspoons Ginger - grated,2 tablespoons Tea Monk Seiki Peppermint Green Tea,4 cups Chilled water",Vegetarian,http://www.archanaskitchen.com/orange-peppermint-green-tea-punch-recipe
284,Zucchini Tater Tots Recipe - A Delicious Party Appetizer,"3 Potatoes (Aloo) - skin peeled and boiled,2 Green zucchini - grated,1 tablespoon Red Chilli flakes,1 tablespoon Dried oregano,1 tablespoon Dried Thyme Leaves,1 tablespoon Black pepper powder,1/4 cup Cheddar cheese - grated,1/2 cup Whole Wheat Bread crumbs - bread crumbs,Salt - to taste",Vegetarian,http://www.archanaskitchen.com/zucchini-tater-tots-recipe-a-delicious-party-appetizer
285,Moringa Masoor Dal Recipe - Drumstick Leaves Dal,"1 cup Pink Masoor Dal (Split),200 grams Drumstick Leaves (Moringa/Murungai Keerai) - cleaned chopped,1/4 teaspoon Asafoetida (hing),1 teaspoon Cumin seeds (Jeera),1 inch Ginger - finely chopped,1 Dry Red Chilli,1 Tomato - chopped,1 Green Chilli - slit,2 teaspoons Coriander Powder (Dhania),1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,Salt - to taste,1 tablespoon Ghee,1 Lemon - juice extracted",High Protein Vegetarian,http://www.archanaskitchen.com/moringa-masoor-dal-recipe-drumstick-leaves-dal
286,Gujarati Methi Na Dhebra Recipe,"1/2 cup Bajra Flour ( Pearl Millet),1/2 cup Jowar Flour (Sorghum),1/2 cup Whole Wheat Flour - More for dusting,2 cups Methi Leaves (Fenugreek Leaves) - finely chopped,2 inch Ginger - ground to paste,3 Green Chillies - finely chopped,1 tablespoon Sesame seeds (Til seeds),2 teaspoons Red Chilli powder,2 teaspoons Turmeric powder (Haldi),1/4 teaspoon Asafoetida (hing),5 tablespoons Curd (Dahi / Yogurt),1 teaspoon Sugar - (optional),Salt - to taste,1 tablespoon Sunflower Oil",Diabetic Friendly,http://www.archanaskitchen.com/gujarati-methi-na-dhebra-recipe
288,Rajasthani Gatte Ki Sabzi Recipe With Onion & Garlic,"1 cup Gram flour (besan),1/2 teaspoon Ajwain (Carom seeds),1/4 teaspoon Red Chilli powder,2 tablespoons Curd (Dahi / Yogurt),2 tablespoons Sunflower Oil,Salt - to taste,2 tablespoons Gram flour (besan),2 cups Curd (Dahi / Yogurt),4 cloves Garlic,1 Onion - finely chopped,1/4 teaspoon Asafoetida (hing),1 teaspoon Turmeric powder (Haldi),1/4 teaspoon Red Chilli powder,1 Bay leaf (tej patta) - torn,3 Cloves (Laung),1 inch Cinnamon Stick (Dalchini),Salt - to taste,4 sprig Coriander (Dhania) Leaves - chopped,1/2 teaspoon Mustard seeds,1 tablespoon Ghee",Vegetarian,https://www.archanaskitchen.com/rajasthani-gatte-ki-sabzi-recipe-with-onion-garlic
289,Bengali Aloo Potol er Dalna Recipe - A Traditional Vegetable Side Dish,"8 Pointed gourd (Parval) - peeled and cut into diced,3 Potatoes (Aloo) - peeled and diced,1 teaspoon Turmeric powder (Haldi),2 Bay leaves (tej patta) - torn,1 teaspoon Cumin seeds (Jeera),1 inch Cinnamon Stick (Dalchini),2 Cloves (Laung),2 Cardamom (Elaichi) Pods/Seeds,1 inch Ginger - grated,1 Tomato - finely chopped,2 teaspoon Coriander Powder (Dhania),1/2 teaspoon Garam masala powder,1 teaspoon Kashmiri Red Chilli Powder,1 Dry Red Chilli,1/4 teaspoon Asafoetida (hing),1 teaspoon Sugar,Salt - to taste,Sunflower Oil - for cooking",Vegetarian,https://www.archanaskitchen.com/bengali-alu-potol-er-dalna-recipe-a-traditional-vegetable-side-dish
290,Egg Sholay Kebab Recipe,"5 Whole Eggs - hard boiled,3 sprig Curry leaves,1 tablespoon Rice flour,1 tablespoon Gram flour (besan),3 tablespoons All Purpose Flour (Maida),1 tablespoon Kashmiri Red Chilli Powder,Salt - to taste,1 teaspoon Sambar Powder,2 inch Ginger - finely chopped,6 cloves Garlic - finely chopped,1 teaspoon Green Chilli - paste,1 teaspoon Garam masala powder,1 teaspoon Garam masala powder,1 teaspoon Coriander Powder (Dhania),1 teaspoon Cumin powder (Jeera),Sunflower Oil - as required",Eggetarian,https://www.archanaskitchen.com/egg-sholay-kebab-recipe
291,One Pot Methi Mushroom Brown Rice Pulao Recipe,"1 cup Brown Rice,250 grams Button mushrooms,1 cup Methi Leaves (Fenugreek Leaves),1 Onion,1 teaspoon Ginger Garlic Paste,2 Green Chillies,1 teaspoon Cumin seeds (Jeera),1 Bay leaf (tej patta),1/2 inch Cinnamon Stick (Dalchini),2 Cloves (Laung),Salt - to taste,2 teaspoons Sunflower Oil",Vegetarian,https://www.archanaskitchen.com/one-pot-methi-mushroom-brown-rice-pulav-recipe
292,Egg and Bread Fried Rice Recipe,"1 cup Basmati rice - cooked,5 Whole Eggs,1 Onion,4 Whole Wheat Brown Bread,1 teaspoon Ginger Garlic Paste,1/2 inch Cinnamon Stick (Dalchini),2 Cloves (Laung),1/2 teaspoon Cumin seeds (Jeera),3 Whole Black Peppercorns,1 teaspoon Sambar Powder,Salt - as required,1 tablespoon Sunflower Oil",Eggetarian,http://www.archanaskitchen.com/egg-and-bread-fried-rice-recipe
293,Veg Mughlai Paratha Recipe,"2 cups Whole Wheat Flour,Salt - to taste,1 teaspoon Sunflower Oil,1 teaspoon Sunflower Oil,1 Onion - finely chopped,1 Red Bell pepper (Capsicum) - finely chopped,1 Green Bell Pepper (Capsicum) - finely chopped,1 Carrot (Gajjar) - grated,5 cloves Garlic - finely chopped,1 inch Ginger - finely chopped,2 Green Chillies - finely chopped,2 cups Paneer (Homemade Cottage Cheese) - grated,1/2 teaspoon Garam masala powder,1 teaspoon Fennel seeds (Saunf) - crushed,1 teaspoon Red Chilli powder,1/4 cup Mint Leaves (Pudina) - finely chopped,Salt - to taste,1/4 cup Whole Wheat Flour,2 tablespoons Water",Vegetarian,http://www.archanaskitchen.com/veg-mughlai-paratha-recipe
294,Crispy Vegetable Tempura Recipe,"4 Baby corn - cut lengthwise,1 Carrot (Gajjar) - sliced lengthwise,1 cup Broccoli - cut into florets,1 Red Bell pepper (Capsicum) - cut into wedges,1/4 cup All Purpose Flour (Maida),1 Whole Egg,1 teaspoon Baking powder,Salt and Pepper - to taste,Ice cubes",Vegetarian,https://www.archanaskitchen.com/crispy-vegetable-tempura-recipe
295,Andhra Style Stuffed Boils Recipe (Crispy Tapioke Snack),"1 cup Sabudana (Tapioca Pearls) - soaked for 2 hours,2 tablespoon Hung Curd (Greek Yogurt),1 cup Rice flour,1 teaspoon Cumin seeds (Jeera),1 tablespoon Red Chilli powder,1 sprig Curry leaves - chopped,2 Green Chillies - chopped,1 Onion - sliced,Salt - to taste",Vegetarian,http://www.archanaskitchen.com/andhra-style-saggubiyyam-punugulu-recipe-crispy-tapioca-snack
296,Andhra Style Palakura Vepudu Recipe - Spinach Stir Fry Recipe,"1 cup Spinach - washed and chopped,1 Onion - chopped,1 inch Ginger - chopped,1 teaspoon Red Chilli powder,1 teaspoon Coriander Powder (Dhania),1 teaspoon Cumin powder (Jeera),Salt - to taste,1/2 teaspoon Cumin seeds (Jeera),2 cloves Garlic - sliced,1 sprig Curry leaves",Vegetarian,https://www.archanaskitchen.com/andhra-style-palakaru-vepadu-recipe-spinach-stir-fry-recipe
297,Papaya Orange Pomegranate Salad Recipe With Roasted Peanuts,"1 cup Papaya - peeled and diced into chunks,1/4 cup Fresh Pomegranate Fruit Kernels,2 Oranges - peeled and diced,1 Cucumber - peeled and diced or chopped,1 teaspoon Honey,Salt and Pepper - to taste,2 teaspoons Lemon juice - (add more if needed),1/4 cup Roasted Peanuts (Moongphali) - crushed or whole or halved,Chaat Masala Powder - (optional)",Vegetarian,https://www.archanaskitchen.com/papaya-orange-pomegranate-salad-recipe-with-roasted-peanuts
298,Paka Kela Ki Sabzi Recipe | Paka Kela nu Shaak | Gujarati Jain Recipe,"3 cups Ripe Bananas - cubed,1/4 cup Gram flour (besan),1/4 teaspoon Asafoetida (hing),1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,1/4 teaspoon Cumin seeds (Jeera),1/4 teaspoon Mustard seeds,1 sprig Curry leaves - finely chopped,2 teaspoons Sunflower Oil,Salt - to taste",Vegetarian,http://www.archanaskitchen.com/paka-kela-ki-sabzi-gujarati-jain-recipe
299,Chocolate Tart Recipe,"2 cups All Purpose Flour (Maida) - plus more for dusting,3 tablespoons Sugar,1/4 teaspoon Salt,3/4 cup Butter (unsalted) - cold and cut into pea size pieces,2 tablespoons Water - temperature to be at ice cold plus more if needed,1 cup Heavy whipping cream - (I used amul cream in india),1/2 cup Milk,300 grams Dark chocolate - chopped (I used bournville),2 tablespoons Sugar,1/4 teaspoon Salt,2 Whole Eggs - at room temperature",Eggetarian,http://www.archanaskitchen.com/chocolate-tart-recipe
300,Navrang dal recipe - Navrang Dal (Recipe),"2 tablespoons Green Moong Dal, 2 tablespoons White Urad Dal, 2 tablespoons Kali Urad Dal, 2 tablespoons Masoor Dal (Split), 2 tablespoons Masoor Dal, 2 Tablespoons Rajma, 2 Tablespoons Kabuli Chana, 1/4 Cup yellow moong dal - soaked for 20 minutes, 1 tablespoon arhar dal - soaked for 20 minutes, 1 onion - finely chopped, 1 tomato - finely chopped, 1 tablespoon ginger garlic paste, 1 green chili - Cut, 2 teaspoons Coriander Powder, 1 teaspoon Red Chilli Powder, 2 teaspoons Garam Masala Powder, 1 Tablespoon Kasoori Methi, 1 inch Ginger - Finely chopped (for garnish), 2 tablespoons Ghee, 1 Dal Sugar, 1 teaspoon cumin seeds, salt - as per taste",High Protein Vegetarian,https://www.archanaskitchen.com/navrang-dal-recipe-in-hindi
301,Green Moong Dal Sundal Recipe - Green Moong Dal Sundal Recipe,"1 tsp sesame oil, 1 tsp rye, 1 tsp cumin, 1/4 tsp asafoetida, 2 sprig curry leaves, 2 green chillies - chopped, salt - as per taste, 2 tbsp coconut - tighten, 1 Cup sprouted moong, 1 tbsp lemon juice, 2 sprig coriander - chopped",Vegetarian,https://www.archanaskitchen.com/green-moong-dal-sundal-recipe-in-hindi
302,Chow Chow Sambar Recipe - Chow-Chow Sambar,"1 cup arhar dal, 2 cups chow chow - chop, 30 grams tamarind - soaked in 1 cup water, 1 onion - thinly sliced, 2 tomatoes - chopped, 1 tablespoon sambar powder, 1/4 teaspoon turmeric powder , 4 sprigs of coriander - chopped, oil - according to use, salt - as per taste, 1 teaspoon sesame oil - or any oil, 1 teaspoon mustard, 1/4 teaspoon asafoetida, 1 red chili, 1 sprig Curry leaves",High Protein Vegetarian,https://www.archanaskitchen.com/chow-chow-sambar-chayote-squash-sambar-recipe-in-hindi
303,Tamil Nadu Style White Paniyaram Recipe - Semi Sweet Rice & Dal Printers,"1 cup Rice - soaked for 2 hours,2 tablespoon Black Urad Dal (Whole) - soaked for 2 hours,1/4 cup Milk,1 tablespoon Sugar,Salt - to taste,Sunflower Oil - for deep frying",Vegetarian,http://www.archanaskitchen.com/tamil-nadu-style-vella-paniyaram-recipe-semi-sweet-rice-dal-fritters
